,index,abv,ibu,id,name,style,brewery_id,ounces,beer_group,group_name,group_abbrev,super_class_id,class_name,Predicted_Class
1824,1824,0.05,30.0,1077,Schlafly American Brown Ale,American Brown Ale,428,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1825,1825,0.040999999999999995,16.0,588,Schlafly Hefeweizen,Hefeweizen,428,12.0,8.0,German Ale,GA,1.0,Ale,Lager
1826,1826,0.045,17.0,53,Schlafly Summer Lager,Munich Helles Lager,428,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1828,1828,0.07400000000000001,60.0,1302,Blur India Pale Ale,American IPA,432,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1831,1831,0.07,105.0,918,Frankenlou's IPA,American IPA,494,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1832,1832,0.07,55.0,917,Becky's Black Cat Porter,American Porter,494,16.0,4.0,Stout/Porter,SP,3.0,SP,SP
1833,1833,0.077,40.0,2250,Seventh Son of a Seventh Son,American Strong Ale,183,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
1834,1834,0.053,20.0,1768,Stone Fort Brown Ale,English Brown Ale,183,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1835,1835,0.077,40.0,1767,Seventh Son Hopped Red Ale,American Amber / Red Ale,183,16.0,1.0,Other Ale,OA,1.0,Ale,SP
1836,1836,0.06,53.0,1766,Humulus Nimbus Super Pale Ale,American Pale Ale (APA),183,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
1837,1837,0.07,68.0,1765,Golden Ratio IPA,American IPA,183,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1840,1840,0.069,65.0,1539,Monkey Fist IPA,American IPA,385,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1845,1845,0.07200000000000001,65.0,2239,Torpedo,American IPA,83,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1848,1848,0.055999999999999994,37.0,1905,Sierra Nevada Pale Ale,American Pale Ale (APA),83,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
1849,1849,0.048,26.0,1338,Old Chico Crystal Wheat,American Pale Wheat Ale,83,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1850,1850,0.05,28.0,1295,Summerfest,Czech Pilsener,83,12.0,11.0,Pilsner,PL,2.0,Lager,Lager
1851,1851,0.07200000000000001,65.0,426,Torpedo,American IPA,83,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1852,1852,0.055999999999999994,37.0,400,Sierra Nevada Pale Ale,American Pale Ale (APA),83,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1857,1857,0.1,52.0,2574,4Beans,Baltic Porter,46,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
1858,1858,0.042,16.0,2479,Jammer,Gose,46,12.0,8.0,German Ale,GA,1.0,Ale,Lager
1860,1860,0.032,7.0,2266,Rad,Fruit / Vegetable Beer,46,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1861,1861,0.065,62.0,2090,Bengali,American IPA,46,24.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1862,1862,0.047,50.0,1962,Sensi Harvest,American Pale Ale (APA),46,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1863,1863,0.099,111.0,1696,Hi-Res,American Double / Imperial IPA,46,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1864,1864,0.07,70.0,1608,Global Warmer,American Strong Ale,46,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1865,1865,0.067,74.0,1591,Autumnation (2013),American IPA,46,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1866,1866,0.054000000000000006,42.0,1388,The Crisp,German Pilsener,46,16.0,11.0,Pilsner,PL,2.0,Lager,Ale
1867,1867,0.052000000000000005,34.0,1387,Sweet Action,Cream Ale,46,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1868,1868,0.063,57.0,1386,Righteous Ale,Rye Beer,46,16.0,2.0,American Lager,AL,2.0,Lager,SP
1869,1869,0.064,62.0,1385,Bengali Tiger,American IPA,46,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1870,1870,0.099,85.0,1020,3Beans,Baltic Porter,46,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
1871,1871,0.059000000000000004,47.0,778,Brownstone,American Brown Ale,46,16.0,1.0,Other Ale,OA,1.0,Ale,SP
1872,1872,0.052000000000000005,11.0,630,Apollo,American Pale Wheat Ale,46,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1873,1873,0.049,35.0,629,Harbinger,Saison / Farmhouse Ale,46,16.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
1874,1874,0.091,103.0,628,Resin,American Double / Imperial IPA,46,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1875,1875,0.063,69.0,525,Diesel,American Stout,46,16.0,4.0,Stout/Porter,SP,3.0,SP,IPA
1876,1876,0.06,48.0,512,Autumnation (2011-12) (2011),Pumpkin Ale,46,16.0,1.0,Other Ale,OA,1.0,Ale,SP
1877,1877,0.054000000000000006,42.0,425,The Crisp (2011),German Pilsener,46,16.0,11.0,Pilsner,PL,2.0,Lager,Ale
1878,1878,0.052000000000000005,34.0,424,Sweet Action (2011),Cream Ale,46,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1879,1879,0.063,57.0,423,Righteous Ale (2011),Rye Beer,46,16.0,2.0,American Lager,AL,2.0,Lager,SP
1880,1880,0.064,62.0,422,Bengali Tiger (2011),American IPA,46,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1883,1883,0.068,65.0,1521,Modus Hoperandi,American IPA,264,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1884,1884,0.057999999999999996,15.0,1297,Estival Cream Stout,American Stout,264,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
1888,1888,0.042,18.0,386,Mexican Logger,American Pale Lager,264,12.0,2.0,American Lager,AL,2.0,Lager,Lager
1891,1891,0.057,58.0,68,ESB Special Ale,Extra Special / Strong Bitter (ESB),264,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1892,1892,0.068,65.0,67,Modus Hoperandi,American IPA,264,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1893,1893,0.057999999999999996,39.0,1792,Iron Butt Red Ale,American Amber / Red Ale,313,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1894,1894,0.071,92.0,1609,Initial Point India Pale Ale,American IPA,313,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1898,1898,0.06,70.0,2305,Homefront IPA,American IPA,163,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1899,1899,0.055,16.0,1588,Sly Fox Christmas Ale 2013,Winter Warmer,371,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1900,1900,0.055999999999999994,25.0,1363,Grisette,Grisette,371,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
1902,1902,0.049,18.0,1123,Helles Golden Lager,Munich Helles Lager,371,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1903,1903,0.055,16.0,926,Sly Fox Christmas Ale 2012 (2012),Winter Warmer,371,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1904,1904,0.084,90.0,894,Odyssey Imperial IPA,American Double / Imperial IPA,371,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1905,1905,0.057999999999999996,25.0,166,Oktoberfest Lager,Märzen / Oktoberfest,371,12.0,9.0,German Lager,GL,2.0,Lager,SP
1906,1906,0.07,113.0,24,113 IPA,American IPA,371,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1907,1907,0.053,21.0,23,Dunkel Lager,Munich Dunkel Lager,371,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1908,1908,0.055999999999999994,11.0,22,Royal Weisse Ale,Hefeweizen,371,12.0,8.0,German Ale,GA,1.0,Ale,SP
1909,1909,0.049,44.0,21,Pikeland Pils,German Pilsener,371,12.0,11.0,Pilsner,PL,2.0,Lager,Ale
1910,1910,0.051,40.0,20,Phoenix Pale Ale,American Pale Ale (APA),371,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1911,1911,0.07,88.0,2407,Rule G IPA,American IPA,115,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1912,1912,0.057999999999999996,35.0,2406,Murphy's Law,American Amber / Red Ale,115,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1913,1913,0.062,33.0,2405,Alter Ego ,Saison / Farmhouse Ale,115,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
1915,1915,0.06,55.0,1606,Snow King Pale Ale,American Pale Ale (APA),191,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1916,1916,0.054000000000000006,36.0,617,Zonker Stout,Foreign / Export Stout,191,12.0,4.0,Stout/Porter,SP,3.0,SP,Lager
1917,1917,0.05,22.0,407,OB-1 Organic Ale,English Brown Ale,191,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1918,1918,0.05,18.0,406,Snake River Lager,Vienna Lager,191,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1919,1919,0.052000000000000005,32.0,402,Snake River Pale Ale,American Pale Ale (APA),191,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1920,1920,0.068,60.0,393,Pako's EyePA,American IPA,191,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1923,1923,0.063,100.0,1596,Dagger Falls IPA,American IPA,309,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1924,1924,0.063,100.0,1595,Dagger Falls IPA,American IPA,309,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1931,1931,0.099,100.0,1160,Old Devil's Tooth,American Barleywine,309,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1933,1933,0.052000000000000005,32.0,1151,Hell-Diver Pale Ale,American Pale Ale (APA),309,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1934,1934,0.046,12.0,1150,Woolybugger Wheat,American Pale Wheat Ale,309,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1936,1936,0.084,90.0,995,Winterfest,American Strong Ale,309,16.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1937,1937,0.063,100.0,879,Dagger Falls IPA,American IPA,309,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1938,1938,0.07,18.0,1972,LuckenBock,Bock,257,16.0,9.0,German Lager,GL,2.0,Lager,SP
1939,1939,0.055,40.0,1971,Texas Pale Ale (TPA),American IPA,257,16.0,3.0,India Pale Ale,IPA,5.0,IPA,Lager
1941,1941,0.05,22.0,1969,Kol' Beer,Kölsch,257,16.0,9.0,German Lager,GL,2.0,Lager,Lager
1943,1943,0.048,32.0,1283,Na Zdraví Pilsner,Czech Pilsener,436,16.0,11.0,Pilsner,PL,2.0,Lager,Lager
1944,1944,0.055,65.0,1282,Nice Rack IPA,American IPA,436,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1945,1945,0.075,72.0,2362,2014 IPA Cicada Series,American IPA,133,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1946,1946,0.077,65.0,2346,Sinister Minister Black IPA,American IPA,133,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1947,1947,0.053,45.0,2320,Jack the Sipper,Extra Special / Strong Bitter (ESB),133,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1948,1948,0.057999999999999996,60.0,2297,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),133,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1949,1949,0.05,20.0,2296,Suzy B Dirty Blonde Ale,American Blonde Ale,133,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1950,1950,0.08,80.0,1745,Mississippi Fire Ant,American Amber / Red Ale,133,16.0,1.0,Other Ale,OA,1.0,Ale,IPA
1951,1951,0.057999999999999996,40.0,1120,Hipster Breakfast,Oatmeal Stout,133,16.0,4.0,Stout/Porter,SP,3.0,SP,SP
1952,1952,0.05,20.0,1118,Suzy B Dirty Blonde Ale,American Blonde Ale,133,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1953,1953,0.057999999999999996,60.0,1117,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),133,16.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1954,1954,0.065,45.0,2387,Pine Belt Pale Ale,American Pale Ale (APA),118,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1956,1956,0.069,23.0,1740,Le Mort Vivant,Bière de Garde,118,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
1957,1957,0.085,110.0,1728,Red Cockaded Ale,American Double / Imperial IPA,118,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1958,1958,0.092,100.0,1497,Valkyrie Double IPA,American Double / Imperial IPA,118,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1959,1959,0.085,110.0,1011,Red Cockaded Ale (2013),American Double / Imperial IPA,118,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1960,1960,0.07200000000000001,40.0,1010,Old Potentate,Old Ale,118,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1961,1961,0.05,20.0,856,Bombshell Blonde,American Blonde Ale,118,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1962,1962,0.099,100.0,853,PRO-AM (2012) (2012),American Double / Imperial IPA,118,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1964,1964,0.069,23.0,555,Le Mort Vivant (2011),Bière de Garde,118,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
1965,1965,0.083,50.0,46,Buried Hatchet Stout,Foreign / Export Stout,118,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
1966,1966,0.065,45.0,45,Pine Belt Pale Ale,American Pale Ale (APA),118,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
1967,1967,0.05,20.0,44,Bombshell Blonde,American Blonde Ale,118,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1968,1968,0.047,35.0,2486,Baby Daddy Session IPA,American IPA,78,12.0,3.0,India Pale Ale,IPA,5.0,IPA,Lager
1982,1982,0.05,22.0,855,Special Amber,Vienna Lager,498,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1983,1983,0.05,22.0,445,Special Amber,Vienna Lager,498,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1986,1986,0.042,20.0,1544,Starr Pils,German Pilsener,383,12.0,11.0,Pilsner,PL,2.0,Lager,Lager
1987,1987,0.065,52.0,1205,Northern Lights India Pale Ale,American IPA,383,16.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1988,1988,0.048,12.0,369,Festie,Märzen / Oktoberfest,383,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1989,1989,0.065,52.0,368,Northern Lights India Pale Ale,American IPA,383,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1990,1990,0.065,65.0,2386,Third Eye Enlightened Pale Ale,American Pale Ale (APA),119,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1991,1991,0.049,17.0,92,Colorado Kölsch,Kölsch,119,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1992,1992,0.057,25.0,91,Steam Engine Lager,American Amber / Red Lager,119,12.0,2.0,American Lager,AL,2.0,Lager,SP
1993,1993,0.065,65.0,90,Third Eye Pale Ale,American IPA,119,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1994,1994,0.047,9.0,2366,Point Special (Current),American Adjunct Lager,131,12.0,2.0,American Lager,AL,2.0,Lager,Lager
1995,1995,0.047,9.0,2365,Point Special,American Adjunct Lager,131,12.0,2.0,American Lager,AL,2.0,Lager,Lager
1996,1996,0.054000000000000006,33.0,2270,Point Cascade Pale Ale (2013),American Pale Ale (APA),131,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1997,1997,0.047,9.0,2228,Point Special,American Adjunct Lager,131,12.0,2.0,American Lager,AL,2.0,Lager,Lager
1998,1998,0.052000000000000005,9.0,2151,Onyx Black Ale,American Black Ale,131,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1999,1999,0.063,64.0,2150,Beyond The Pale IPA,American IPA,131,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
2000,2000,0.047,9.0,2122,Point Special (2013),American Adjunct Lager,131,12.0,2.0,American Lager,AL,2.0,Lager,Lager
2001,2001,0.047,9.0,2121,Point Special (2012),American Adjunct Lager,131,12.0,2.0,American Lager,AL,2.0,Lager,Lager
2002,2002,0.047,9.0,2115,Point Special Lager,American Adjunct Lager,131,16.0,2.0,American Lager,AL,2.0,Lager,Lager
2004,2004,0.057,15.0,1357,Point Oktoberfest,Märzen / Oktoberfest,131,16.0,9.0,German Lager,GL,2.0,Lager,SP
2005,2005,0.052000000000000005,7.0,1225,Point Nude Beach Summer Wheat,American Pale Wheat Ale,131,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
2006,2006,0.05,7.0,816,Point Nude Beach Summer Wheat,American Pale Wheat Ale,131,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
2007,2007,0.05,7.0,772,Point Nude Beach Summer Wheat (2011),American Pale Wheat Ale,131,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
2009,2009,0.049,13.0,650,Three Kings Ale,Kölsch,131,12.0,9.0,German Lager,GL,2.0,Lager,Lager
2010,2010,0.057,15.0,456,Point Oktoberfest,Märzen / Oktoberfest,131,12.0,9.0,German Lager,GL,2.0,Lager,SP
2011,2011,0.054000000000000006,32.0,357,2012 Black Ale,American Brown Ale,131,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
2012,2012,0.05,7.0,141,Point Nude Beach Summer Wheat (2010),American Pale Wheat Ale,131,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
2013,2013,0.054000000000000006,33.0,140,Point Cascade Pale Ale,American Pale Ale (APA),131,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
2014,2014,0.047,14.0,139,Point Amber Classic,American Amber / Red Lager,131,12.0,2.0,American Lager,AL,2.0,Lager,Lager
2015,2015,0.047,9.0,138,Point Special Lager,American Adjunct Lager,131,12.0,2.0,American Lager,AL,2.0,Lager,Lager
2016,2016,0.051,31.0,953,Wisco Disco,American Amber / Red Ale,486,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
2021,2021,0.051,25.0,1410,Sand Island Lighthouse,Kölsch,412,12.0,9.0,German Lager,GL,2.0,Lager,Lager
2022,2022,0.05,30.0,925,Lily Flagg Milk Stout,Milk / Sweet Stout,412,12.0,4.0,Stout/Porter,SP,3.0,SP,Lager
2023,2023,0.07200000000000001,70.0,637,Monkeynaut IPA,American IPA,412,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
2025,2025,0.040999999999999995,8.0,2233,American Lager,American Adjunct Lager,129,12.0,2.0,American Lager,AL,2.0,Lager,Lager
2026,2026,0.040999999999999995,8.0,2232,American Amber,American Amber / Red Lager,129,12.0,2.0,American Lager,AL,2.0,Lager,Lager
2027,2027,0.032,13.0,2231,American Light,Light Lager,129,12.0,2.0,American Lager,AL,2.0,Lager,Lager
2028,2028,0.053,49.0,2352,Extra Pale Ale,American Pale Ale (APA),138,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
2029,2029,0.053,40.0,2549,Make It So,Extra Special / Strong Bitter (ESB),58,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
2030,2030,0.047,55.0,2473,Hopvale Organic Ale,American Pale Ale (APA),58,16.0,5.0,Pale Ale,PA,1.0,Ale,Ale
2031,2031,0.083,100.0,2415,Unchained #18 Hop Silo,American Double / Imperial IPA,58,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
2032,2032,0.052000000000000005,29.0,2605,Tip Off,Altbier,25,16.0,9.0,German Lager,GL,2.0,Lager,Lager
2034,2034,0.054000000000000006,23.0,2164,Cowbell,American Porter,25,16.0,4.0,Stout/Porter,SP,3.0,SP,Lager
2035,2035,0.057999999999999996,20.0,2085,Hop Up Offa That Brett (2014),Belgian Pale Ale,25,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
2036,2036,0.083,23.0,2084,PV Muckle (2013),Scotch Ale / Wee Heavy,25,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
2037,2037,0.099,36.0,2083,Bourbon Barrel Batch 666: Sympathy for the Devil,Belgian Dark Ale,25,16.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
2038,2038,0.09,30.0,2082,Whip Fight,Scotch Ale / Wee Heavy,25,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
2039,2039,0.053,23.0,2081,Port Barrel Wee Mac ,Scotch Ale / Wee Heavy,25,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
2040,2040,0.064,75.0,2001,Fistful Of Hops Red,American IPA,25,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
2041,2041,0.063,75.0,2000,Fistful of Hops Orange,American IPA,25,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
2042,2042,0.064,75.0,1999,Fistful Of Hops Blue,American IPA,25,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
2043,2043,0.064,75.0,1996,Fistful of Hops Green,American IPA,25,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
2045,2045,0.09,30.0,1656,Wee Muckle,Scotch Ale / Wee Heavy,25,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
2046,2046,0.065,55.0,1599,Royal Brat,Extra Special / Strong Bitter (ESB),25,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
2047,2047,0.075,77.0,1420,Grapefruit Jungle (GFJ),American IPA,25,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
2048,2048,0.055999999999999994,50.0,1389,Osiris Pale Ale,American Pale Ale (APA),25,16.0,5.0,Pale Ale,PA,1.0,Ale,Ale
2049,2049,0.099,75.0,1367,Bourbon Barrel Aged Timmie,Russian Imperial Stout,25,16.0,4.0,Stout/Porter,SP,3.0,SP,SP
2050,2050,0.063,23.0,1366,Stupid Sexy Flanders,Flanders Oud Bruin,25,16.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
2053,2053,0.071,27.0,1128,Ring of Dingle,Irish Dry Stout,25,16.0,4.0,Stout/Porter,SP,3.0,SP,SP
2054,2054,0.054000000000000006,23.0,1127,Bourbon Barrel Wee Mac,Scottish Ale,25,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
2055,2055,0.099,60.0,1049,Bourbon Barrel Johan,English Barleywine,25,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
2057,2057,0.09,24.0,923,The Velvet Fog,Quadrupel (Quad),25,16.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
2058,2058,0.055,23.0,874,Sun King Oktoberfest,Märzen / Oktoberfest,25,16.0,9.0,German Lager,GL,2.0,Lager,Lager
2059,2059,0.052000000000000005,24.0,739,Indianapolis Indians Lager,Dortmunder / Export Lager,25,16.0,9.0,German Lager,GL,2.0,Lager,Lager
2060,2060,0.052000000000000005,24.0,698,Indians Victory Lager (2012),Dortmunder / Export Lager,25,16.0,9.0,German Lager,GL,2.0,Lager,Lager
2062,2062,0.091,91.0,651,Isis,American Double / Imperial IPA,25,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
2063,2063,0.09,30.0,584,Wee Muckle (2011),Scotch Ale / Wee Heavy,25,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
2064,2064,0.075,77.0,532,Grapefruit Jungle (GFJ) (2011),American IPA,25,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
2065,2065,0.055,23.0,526,Sun King Oktoberfest (2011),Märzen / Oktoberfest,25,16.0,9.0,German Lager,GL,2.0,Lager,Lager
2066,2066,0.099,60.0,394,Johan the Barleywine,English Barleywine,25,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
2067,2067,0.054000000000000006,23.0,213,Wee Mac Scottish-Style Ale,Scottish Ale,25,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
2068,2068,0.053,20.0,55,Sunlight Cream Ale,Cream Ale,25,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
2069,2069,0.055999999999999994,50.0,54,Osiris Pale Ale (2010),American Pale Ale (APA),25,16.0,5.0,Pale Ale,PA,1.0,Ale,Ale
2074,2074,0.099,85.0,1739,BLAKKR,American Black Ale,61,16.0,1.0,Other Ale,OA,1.0,Ale,SP
2075,2075,0.073,69.0,1112,Overrated! West Coast Style IPA,American IPA,61,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
2076,2076,0.075,90.0,329,WET,American IPA,61,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
2077,2077,0.04,37.0,19,Bitter Brewer,English Bitter,61,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
2078,2078,0.055,34.0,18,SurlyFest,Rye Beer,61,16.0,2.0,American Lager,AL,2.0,Lager,Lager
2079,2079,0.051,45.0,17,Coffee Bender,American Brown Ale,61,16.0,1.0,Other Ale,OA,1.0,Ale,Ale
2080,2080,0.051,45.0,16,Bender,American Brown Ale,61,16.0,1.0,Other Ale,OA,1.0,Ale,Ale
2081,2081,0.09699999999999999,120.0,15,Abrasive Ale,American Double / Imperial IPA,61,16.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
2082,2082,0.051,20.0,14,Hell,Keller Bier / Zwickel Bier,61,16.0,9.0,German Lager,GL,2.0,Lager,Lager
2083,2083,0.067,33.0,13,CynicAle,Saison / Farmhouse Ale,61,16.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
2084,2084,0.062,99.0,12,Furious,American IPA,61,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
2085,2085,0.073,50.0,1242,Big Nose,American IPA,447,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
2086,2086,0.05,10.0,1241,Cotton Mouth,Witbier,447,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
2087,2087,0.055999999999999994,35.0,1240,Stump Knocker Pale Ale,American Pale Ale (APA),447,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
2088,2088,0.05,38.0,1239,Midnight Oil,Oatmeal Stout,447,12.0,4.0,Stout/Porter,SP,3.0,SP,Lager
2089,2089,0.059000000000000004,18.0,1238,Wild Night,Cream Ale,447,12.0,1.0,Other Ale,OA,1.0,Ale,SP
2091,2091,0.055,35.0,2568,Take Two Pils,German Pilsener,49,12.0,11.0,Pilsner,PL,2.0,Lager,Lager
2095,2095,0.08,95.0,1229,Dodgy Knight Imperial IPA,American Double / Imperial IPA,449,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
2097,2097,0.05,44.0,663,TailGate IPA,American IPA,449,24.0,3.0,India Pale Ale,IPA,5.0,IPA,Ale
2098,2098,0.05,44.0,662,TailGate IPA,American IPA,449,12.0,3.0,India Pale Ale,IPA,5.0,IPA,Ale
2099,2099,0.049,28.0,623,TailGate Hefeweizen,Hefeweizen,449,24.0,8.0,German Ale,GA,1.0,Ale,Lager
2100,2100,0.05,19.0,622,Blacktop Blonde,American Blonde Ale,449,24.0,1.0,Other Ale,OA,1.0,Ale,Lager
2101,2101,0.05,19.0,362,Blacktop Blonde,American Blonde Ale,449,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
2102,2102,0.049,28.0,361,TailGate Hefeweizen,Hefeweizen,449,12.0,8.0,German Ale,GA,1.0,Ale,Lager
2103,2103,0.085,34.0,2575,Wooden Rooster,Tripel,45,16.9,7.0,Belgian/French Ale,BA,1.0,Ale,SP
2104,2104,0.048,20.0,2555,Ginger Peach Saison,Saison / Farmhouse Ale,45,16.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
